Candidato,Nota
1888,15.550000
1905,15.100000
1915,14.750000
1916,15.050000
1919,13.750000
1920,15.450000
1922,14.750000
1931,14.400000
1934,12.900000
1937,13.550000
1940,15.150000
1941,13.250000
1942,14.200000
1946,15.600000
1950,14.950000
1951,14.250000
1956,14.450000
1957,14.600000
1958,13.250000
1962,14.900000
1965,13.800000
1969,13.750000
1975,14.350000
1978,15.350000
1988,13.900000
1990,15.350000
1994,14.400000
2005,14.050000
2007,13.400000
2008,15.300000
2017,14.550000
2019,14.950000
2021,14.200000
2027,14.000000
2032,13.700000
2035,14.650000
2039,15.100000
2044,12.850000
2050,13.050000
2054,13.900000
2056,15.800000
2058,14.350000
2060,14.750000
2065,14.950000
2066,15.050000
2067,13.300000
2069,13.100000
2070,14.900000
2076,14.950000
2078,12.800000
2086,13.850000
2087,15.800000
2092,15.550000
2096,13.400000
2099,14.750000
2104,15.750000
2107,13.700000
2114,15.100000
2115,15.750000
2118,14.450000
2127,16.299999
2134,15.850000
2143,14.400000
2155,12.350000
2161,15.950000
2163,14.200000
2167,15.000000
2170,15.200000
2185,14.000000
2186,14.750000
2189,14.100000
2192,15.900000
2195,15.500000
2201,14.850000
2211,14.250000
2217,15.200000
2225,14.550000
2236,13.200000
2239,13.150000
2243,14.700000
2247,14.200000
2252,15.050000
2272,14.900000
2287,14.050000
2295,12.800000
2297,12.450000
2300,14.700000
2304,14.200000
2309,15.150000
2312,14.250000
2318,14.050000
2323,15.150000
2328,14.300000
2331,14.700000
2332,15.150000
2340,14.700000
2343,14.100000
2355,13.750000
2357,14.050000
2360,14.250000
2362,15.300000
2370,15.950000
2371,14.400000
2373,13.200000
2374,13.600000
2376,13.350000
2390,15.200000
2391,13.650000
2394,14.300000
2395,14.950000
2396,13.900000
2397,15.050000
2398,14.300000
2400,13.850000
2404,14.200000
2406,14.750000
2409,14.250000
2414,14.650000
2416,14.650000
2417,14.150000
2421,14.250000
2423,15.850000
2430,12.750000
2434,13.500000
2457,14.600000
2467,14.500000
2471,14.450000
2473,14.900000
2480,14.700000
2485,14.700000
2487,14.950000
2491,15.000000
2499,14.200000
2506,13.950000
2508,13.850000
2509,13.250000
2511,14.800000
2526,15.150000
2530,15.150000
2537,14.150000
2544,15.500000
2545,14.500000
2551,12.650000
2560,13.900000
2563,15.350000
2567,14.300000
2570,14.750000
2574,15.150000
2575,14.850000
2579,15.150000
2582,14.850000
2589,15.000000
2602,15.350000
2610,13.700000
2611,13.100000
2613,15.200000
2614,14.850000
2615,15.800000
2617,13.100000
2619,15.400000
2621,14.000000
2622,15.050000
2625,15.700000
2628,15.050000
2629,14.100000
2630,13.250000
2642,15.650000
2645,15.850000
2651,14.450000
2656,13.800000
2666,13.950000
2674,14.000000
2676,14.300000
2680,15.450000
2686,14.350000
2688,14.600000
2692,15.700000
2709,13.300000
2714,13.700000
2715,12.850000
2716,13.450000
2728,14.500000
2737,16.100000
2739,13.650000
2743,13.200000
2760,13.150000
2766,15.200000
2773,14.450000
2777,13.100000
2781,13.700000
2784,13.250000
2785,14.950000
2793,14.300000
2794,12.950000
2795,14.900000
2800,14.800000
2806,14.350000
2819,13.100000
2821,14.200000
2824,12.950000
2833,14.500000
2834,14.150000
2838,15.750000
2840,14.150000
2844,15.350000
2846,15.350000
2849,14.850000
2855,13.200000
2859,14.100000
2861,15.150000
2866,13.000000
2877,11.600000
2899,14.150000
2902,15.200000
2905,15.650000
2921,15.100000
2930,14.500000
2940,13.700000
2941,14.350000
2942,14.450000
2946,14.500000
2951,13.850000
2958,15.400000
2969,13.350000
2976,14.200000
2979,15.700000
2988,13.200000
2990,13.450000
2995,14.800000
3002,14.800000
3006,13.800000
3009,15.150000
3015,14.200000
3024,15.150000
3026,14.500000
3028,13.750000
3032,13.650000
3038,14.500000
3041,14.900000
3043,14.400000
3045,15.350000
3046,14.350000
3047,14.550000
3051,13.400000
3053,13.950000
3054,14.400000
3059,14.450000
3069,12.850000
3073,14.500000
3077,15.150000
3086,14.850000
3088,15.500000
3091,13.850000
3098,14.750000
3101,14.600000
3110,14.350000
3111,13.850000
3113,14.200000
3114,14.500000
3122,14.250000
3124,14.850000
3128,13.000000
3139,14.250000
3144,15.650000
3145,11.500000
3151,14.500000
3160,12.950000
3165,14.000000
3168,15.100000
3177,13.700000
3180,14.050000
3191,14.300000
3192,14.600000
3201,14.700000
3213,15.100000
3218,14.550000
3222,13.950000
3230,14.750000
3233,14.550000
3240,14.150000
3241,15.300000
3251,15.100000
3252,13.400000
3261,14.300000
3266,14.000000
3274,13.800000
3277,12.700000
3283,14.300000
3288,12.350000
3292,14.100000
3294,15.950000
3296,14.950000
3297,14.600000
3303,15.450000
3304,14.650000
3309,14.000000
3310,14.600000
3313,14.600000
3314,14.950000
3317,14.250000
3319,14.050000
3320,12.700000
3324,14.100000
3328,14.200000
3331,14.000000
3336,14.350000
3355,13.200000
3357,13.600000
3360,14.300000
3362,14.600000
3379,13.600000
3380,14.750000
3386,14.400000
3387,13.600000
3388,14.900000
3394,13.800000
3398,13.250000
3403,15.500000
3405,14.600000
3406,14.400000
3407,14.850000
3410,15.250000
3411,14.150000
3412,14.700000
3417,14.750000
3422,14.250000
3424,14.750000
3425,14.500000
3426,14.050000
3432,14.350000
3433,14.300000
3441,14.350000
3446,15.450000
3447,14.250000
3453,13.950000
3461,13.700000
3465,15.500000
3482,14.550000
3483,16.250000
3488,14.050000
3497,13.650000
3501,13.050000
3502,13.550000
3504,15.450000
3505,13.600000
3507,15.300000
3509,14.500000
3517,13.250000
3524,15.600000
3526,14.100000
3529,14.850000
3533,14.200000
3537,15.450000
3542,13.650000
3544,13.050000
3555,13.650000
3561,14.650000
3565,14.850000
3571,15.000000
3573,14.750000
3576,13.950000
3583,13.000000
3585,13.100000
3595,14.400000
3596,15.450000
3607,14.350000
3617,15.350000
3624,15.350000
3643,14.950000
3658,13.950000
3660,14.250000
3661,14.050000
3668,15.200000
3687,14.000000
3688,14.750000
3691,15.200000
3692,14.700000
3696,15.050000
3707,12.500000
3713,14.200000
3720,14.200000
3725,14.200000
3728,15.050000
3729,14.600000
3733,15.150000
3734,14.150000
3736,14.400000
3740,12.200000
3749,15.550000
3754,12.450000
3756,14.550000
3758,14.400000
3769,15.400000
3774,14.050000
3775,14.500000
3781,12.750000
3786,12.150000
3789,13.800000
3792,14.450000
3795,13.250000
3803,15.500000
3810,14.150000
3813,13.600000
3817,15.000000
3818,14.150000
3826,15.300000
3830,14.850000
3831,14.200000
3832,13.800000
3834,13.800000
3851,14.650000
3853,13.400000
3857,14.650000
3859,14.500000
3861,13.600000
3862,12.400000
3866,13.650000
3867,13.650000
3869,13.800000
3874,14.600000
3877,15.000000
3889,14.650000
3897,14.450000
3914,14.500000
3916,13.100000
3917,16.000000
3922,14.850000
3923,15.700000
3924,14.300000
3926,14.150000
3927,13.950000
3930,14.250000
3934,14.550000
3941,12.200000
3944,13.450000
3945,13.250000
3946,13.450000
3949,12.500000
3950,15.300000
3952,14.700000
3956,14.800000
3961,13.400000
3971,15.600000
3977,14.500000
3979,15.100000
3980,14.950000
3982,14.300000
3987,15.150000
3988,13.950000
3997,15.150000
4000,15.200000
4002,14.550000
4005,15.300000
4009,13.450000
4013,15.050000
4014,14.400000
4016,14.650000
4021,14.750000
4029,15.100000
4045,16.000000
4046,15.050000
4048,13.700000
4050,15.400000
4052,13.300000
4055,14.450000
4071,15.200000
4075,14.950000
4078,15.700000
4079,15.500000
4084,12.450000
4090,14.950000
4092,15.400000
4094,14.350000
4096,14.300000
4097,13.200000
4101,14.550000
4103,13.200000
4106,15.350000
4108,13.650000
4114,14.350000
4115,14.600000
4119,15.100000
4121,15.400000
4128,15.450000
4131,14.650000
4135,12.150000
4142,14.200000
4143,15.450000
4146,13.150000
4147,14.100000
4149,13.550000
4157,14.150000
4158,14.550000
4166,14.050000
4172,15.000000
4190,15.050000
4197,13.850000
4200,15.150000
4201,13.500000
4202,15.150000
4204,13.550000
4210,14.350000
4218,14.300000
4222,14.400000
4224,14.500000
4225,13.350000
4228,12.600000
4232,15.050000
4234,12.500000
4238,14.450000
4239,14.850000
4245,15.050000
4254,13.700000
4256,14.150000
4259,14.950000
4266,14.950000
4276,15.200000
4279,15.300000
4281,13.600000
4284,14.100000
4296,14.650000
4300,15.050000
4314,14.000000
4316,14.750000
4319,12.800000
4320,14.400000
4328,14.000000
4330,14.500000
4335,14.800000
4337,14.400000
4344,13.350000
4345,15.000000
4352,13.600000
4357,14.600000
4362,15.350000
4371,13.700000
4372,14.600000
4378,14.500000
4379,14.000000
4392,14.850000
4396,14.200000
4398,15.050000
4399,15.500000
4403,11.850000
4405,14.550000
4413,14.100000
4417,15.500000
4418,14.550000
4419,14.650000
4422,13.800000
4426,14.850000
4435,12.900000
4437,14.800000
4440,12.300000
4445,15.450000
4453,13.800000
4456,15.550000
4463,15.200000
4469,13.550000
4470,14.850000
4471,13.750000
4474,15.000000
4487,14.850000
4493,14.000000
4497,14.200000
4500,15.850000
4513,14.650000
4514,14.100000
4526,14.350000
4528,13.850000
4542,14.350000
4543,14.650000
4551,14.050000
4552,14.650000
4557,14.500000
4562,12.950000
4569,13.300000
4573,12.650000
4587,13.200000
4588,14.550000
4593,15.200000
4599,11.650000
4608,14.550000
4612,13.550000
4616,15.350000
4618,14.700000
4623,15.100000
4624,14.100000
4625,15.300000
4628,12.050000
4634,13.900000
4648,16.200001
4656,15.850000
4658,15.050000
4660,12.250000
4668,14.800000
4675,14.500000
4682,13.700000
4683,14.050000
4691,14.950000
4698,13.450000
4710,15.150000
4714,14.100000
4720,13.800000
4728,14.800000
4741,14.600000
4745,14.650000
4748,14.300000
4758,12.850000
4765,15.350000
4770,14.450000
4778,14.150000
4791,15.600000
4797,14.050000
4801,14.450000
4802,16.500000
4805,13.800000
4814,14.800000
4815,14.550000
4819,13.600000
4821,14.250000
4822,14.950000
4823,14.700000
4824,13.750000
4830,15.150000
4838,15.500000
4850,14.500000
4852,14.250000
4858,15.750000
4866,14.100000
4868,14.700000
4873,13.950000
4874,13.700000
4881,15.550000
4886,15.650000
4889,14.500000
4897,14.000000
4902,15.100000
4910,14.250000
4911,14.800000
4913,14.600000
4918,14.700000
4921,13.400000
4925,15.250000
4929,15.350000
4941,14.850000
4942,15.000000
4943,14.800000
4966,15.450000
4969,12.900000
4983,14.350000
4987,14.850000
4988,15.500000
4994,13.350000
4997,14.500000
5002,15.050000
5006,14.750000
5008,13.400000
5015,13.400000
5019,14.900000
5020,14.200000
5021,15.050000
5022,13.800000
5034,15.150000
5040,15.150000
5046,13.250000
5061,15.000000
5062,12.900000
5063,14.650000
5075,14.600000
5078,15.150000
5079,13.200000
5082,13.850000
5091,14.200000
5100,14.400000
5101,14.350000
5107,13.950000
5122,14.500000
5124,14.950000
5134,14.350000
5140,14.400000
5145,13.650000
5146,13.100000
5149,15.100000
5156,14.150000
5163,11.550000
5167,15.850000
5177,15.600000
5184,13.900000
5193,15.000000
5195,14.400000
5206,13.550000
5208,13.700000
5210,14.200000
5224,13.600000
5232,15.400000
5235,14.600000
5250,14.600000
5253,13.800000
5261,14.250000
5262,14.100000
5266,14.900000
5271,13.350000
5275,14.800000
5279,14.900000
5282,15.150000
5283,15.500000
5297,14.050000
5303,14.350000
5309,13.400000
5310,14.150000
5312,14.650000
5313,16.000000
5325,15.050000
5328,14.850000
5334,14.700000
5339,14.300000
5343,14.250000
5344,15.100000
5359,12.650000
5375,15.100000
5385,12.300000
5387,14.450000
5398,14.400000
5407,15.400000
5410,13.200000
5411,15.350000
5412,14.100000
5419,14.100000
5429,14.850000
5442,15.100000
5452,13.650000
5456,13.850000
5467,12.550000
5468,12.750000
5475,14.900000
5483,15.250000
5487,14.700000
5488,14.050000
5491,13.200000
5492,13.550000
5498,14.300000
5508,14.750000
5510,14.550000
5512,13.050000
5516,14.900000
5522,14.250000
5525,15.500000
5532,15.200000
5534,14.400000
5536,15.800000
5537,13.650000
5540,15.000000
5543,14.000000
5553,14.550000
5559,15.200000
5561,15.300000
5564,14.550000
5569,13.150000
5576,13.250000
5579,15.450000
5580,13.750000
5586,13.100000
5598,13.300000
5603,14.300000
5614,13.600000
5618,13.000000
5624,13.900000
5625,14.650000
5632,15.100000
5636,14.950000
5646,15.350000
5650,12.800000
5654,14.350000
5655,14.850000
5658,13.400000
5664,15.150000
5676,14.750000
5677,13.850000
5678,13.250000
5680,14.800000
5684,11.400000
5688,12.950000
5689,15.600000
5694,16.100000
5696,15.400000
5697,12.800000
5705,13.350000
5709,13.500000
5712,13.700000
5716,14.200000
5724,14.550000
5733,14.350000
5738,11.950000
5747,15.500000
5763,15.150000
5766,13.150000
5783,14.600000
5794,15.250000
5799,14.650000
5805,15.550000
5808,15.200000
5816,13.700000
5825,14.750000
5833,15.200000
5834,14.200000
5839,16.150000
5850,14.650000
5852,12.800000
5853,13.850000
5855,14.600000
5866,14.000000
5867,15.100000
5871,14.200000
5882,14.000000
5885,15.100000
5903,15.100000
5907,14.800000
5914,14.350000
5919,14.200000
5921,14.650000
5923,14.550000
5929,15.700000
5935,14.800000
5937,14.200000
5938,14.500000
5945,15.100000
5947,15.050000
5951,14.150000
5952,14.050000
5954,15.550000
5955,15.150000
5966,15.100000
5983,15.200000
5985,12.300000
5988,14.800000
5991,15.150000
6001,15.400000
6005,14.800000
6021,13.900000
6029,14.650000
6030,14.400000
6031,15.350000
6034,14.700000
6040,13.650000
6042,14.600000
6048,13.900000
6051,14.000000
6054,13.500000
6057,15.000000
6062,14.800000
6068,13.950000
6070,14.500000
6072,13.600000
6075,14.200000
6079,15.000000
6104,13.650000
6111,14.950000
6119,14.550000
6120,14.200000
6123,12.650000
6126,12.600000
6129,13.850000
6155,13.500000
6162,14.400000
6163,13.750000
6166,13.050000
6169,15.100000
6176,13.550000
6186,15.150000
6188,14.850000
6191,14.900000
6194,12.650000
6196,13.300000
6198,14.500000
6200,14.850000
6203,13.700000
6209,15.250000
6211,15.050000
6213,13.850000
6219,15.750000
6220,14.600000
6221,11.900000
6223,14.750000
6224,15.100000
6226,14.250000
6233,13.450000
6234,14.400000
6241,14.000000
6248,14.700000
6256,14.200000
6257,13.850000
6260,14.300000
6263,13.750000
6269,15.300000
6275,13.800000
6282,14.650000
6293,15.300000
6295,15.500000
6300,14.150000
6305,15.400000
6310,13.600000
6315,14.900000
6317,13.900000
6325,15.300000
6338,13.350000
6340,14.700000
6342,14.550000
6344,15.150000
6350,14.750000
6354,14.100000
6358,15.100000
6360,14.250000
6361,14.900000
6362,13.100000
6366,12.250000
6371,15.000000
6377,13.800000
6380,15.050000
6381,14.300000
6394,15.250000
6396,16.200001
6397,14.350000
6398,13.050000
6403,14.750000
6405,13.800000
6412,14.800000
6413,13.900000
6421,14.750000
6427,14.950000
6428,13.100000
6433,11.900000
6436,15.550000
6441,14.600000
6447,13.300000
6449,14.200000
6452,12.850000
6453,13.900000
6460,14.300000
6461,14.350000
6471,15.300000
6484,14.250000
6486,16.299999
6493,14.100000
6495,14.300000
6496,14.800000
6497,15.150000
6499,15.150000
6505,15.000000
6521,14.150000
6522,14.150000
6523,13.800000
6524,13.050000
6537,14.350000
6540,14.050000
6541,13.100000
6544,13.950000
6548,14.950000
6553,13.850000
6557,12.600000
6562,15.050000
6565,15.250000
6566,14.150000
6572,14.800000
6574,15.250000
6579,14.550000
6581,15.400000
6583,13.550000
6584,14.500000
6594,14.550000
6598,13.050000
6603,14.850000
6617,15.350000
6624,14.500000
6628,14.050000
6635,14.850000
6638,13.200000
6645,14.500000
6658,15.200000
6659,14.250000
6661,14.700000
6668,13.000000
6672,15.400000
6678,13.900000
6689,13.100000
6692,15.200000
6695,12.650000
6699,12.750000
6704,14.750000
6705,15.250000
6707,15.050000
6711,14.050000
6722,14.650000
6728,15.150000
6736,15.000000
6740,14.350000
6744,14.100000
6746,13.900000
6749,13.550000
6752,13.800000
6754,14.850000
6757,14.250000
6758,14.250000
6761,15.450000
6762,14.350000
6765,14.200000
6769,12.250000
6774,15.000000
6776,15.500000
6785,15.700000
6789,15.600000
6793,13.200000
6805,13.600000
6807,15.250000
6816,14.750000
6821,15.650000
6822,12.800000
6826,16.100000
6827,14.550000
6834,15.350000
6841,14.650000
6850,14.150000
6852,13.200000
6853,15.400000
6854,14.850000
6867,14.650000
6870,14.850000
6879,13.550000
6883,15.350000
6887,14.100000
6893,14.850000
6896,14.900000
6897,14.700000
6901,15.050000
6902,14.900000
6908,13.550000
6910,14.500000
6917,13.600000
6920,14.050000
6922,14.350000
6929,13.900000
6933,14.650000
6934,14.500000
6938,14.900000
6939,14.500000
6945,14.650000
6947,14.100000
6955,14.000000
6956,14.500000
6957,14.400000
6959,15.200000
6965,13.700000
6966,14.800000
6967,14.650000
6971,15.500000
6974,14.600000
6975,15.050000
6985,14.250000
6995,15.300000
6997,13.750000
7012,15.050000
7023,14.150000
7030,13.700000
7039,14.250000
7041,14.350000
7056,14.500000
7059,13.750000
7061,15.450000
7065,13.450000
7073,15.250000
7081,14.600000
7086,15.800000
7090,16.200001
7102,13.400000
7105,14.750000
7107,13.950000
7110,12.850000
7124,14.000000
7131,15.150000
7135,13.550000
7149,14.200000
7152,14.450000
7167,14.400000
7171,14.350000
7174,13.850000
7188,12.800000
7198,15.700000
7200,14.500000
7202,14.350000
7204,13.550000
7209,15.600000
7216,14.000000
7220,14.450000
7225,14.250000
7226,14.450000
7227,15.000000
7230,15.250000
7233,15.700000
7236,15.150000
7246,13.500000
7248,14.700000
7250,14.450000
7263,14.200000
7267,15.000000
7268,14.400000
7274,14.650000
7276,13.350000
7279,15.750000
7281,14.650000
7282,15.300000
7291,14.850000
7303,14.200000
7311,14.550000
7319,15.300000
7321,14.350000
7330,14.350000
7339,13.700000
7343,14.800000
7353,15.100000
7359,14.600000
7361,12.900000
7362,14.400000
7365,14.900000
7376,13.600000
7378,14.650000
7380,13.850000
7383,14.150000
7384,14.450000
7386,15.000000
7390,14.150000
7407,14.550000
7408,14.950000
7414,12.700000
7416,14.400000
7417,13.800000
7420,15.200000
7429,14.600000
7431,15.300000
7433,14.000000
7442,15.350000
7446,15.000000
7451,15.150000
7454,14.400000
7455,13.800000
7462,15.450000
7472,14.750000
7478,14.650000
7479,12.550000
7480,13.750000
7482,13.800000
7488,15.400000
7490,14.950000
7496,13.900000
7498,15.650000
7508,14.800000
7511,15.200000
7513,14.300000
7516,15.700000
7519,15.100000
7526,14.950000
7530,12.900000
7531,15.000000
7539,12.950000
7547,12.750000
7549,14.700000
7550,13.150000
7552,14.400000
7554,13.950000
7562,14.800000
7565,14.650000
7569,13.950000
7577,15.800000
7583,13.400000
7591,12.700000
7596,14.850000
7598,14.700000
7603,14.150000
7604,14.700000
7605,15.200000
7609,14.300000
7613,15.000000
7621,13.100000
7622,14.350000
7623,13.750000
7625,13.950000
7627,15.100000
7629,14.000000
7638,15.150000
7644,13.700000
7645,12.550000
7650,14.200000
7653,14.550000
7655,13.900000
7659,13.400000
7666,14.400000
7671,15.350000
7672,13.100000
7674,14.300000
7675,14.850000
7681,14.050000
7682,13.600000
7683,15.150000
7685,14.750000
7691,13.850000
7692,13.700000
7695,12.850000
7700,14.750000
7702,14.750000
7708,14.000000
7710,15.000000
7712,14.300000
7713,15.450000
7714,15.400000
7717,14.300000
7723,14.150000
7729,14.000000
7732,14.900000
7737,13.650000
7743,15.150000
7748,14.000000
7749,14.250000
7750,15.050000
7754,14.600000
7757,15.100000
7759,14.600000
7764,13.900000
7775,14.600000
7777,13.250000
7778,13.650000
7781,14.000000
7782,14.200000
7783,14.800000
7785,14.550000
7806,13.700000
7810,15.200000
7813,14.400000
7815,14.000000
7820,13.950000
7823,15.400000
7828,15.100000
7833,15.100000
7834,13.750000
7843,13.400000
7854,14.900000
7855,15.100000
7867,14.600000
7872,14.200000
7885,14.350000
7918,14.300000
7926,15.250000
7929,14.600000
7930,15.050000
7935,14.450000
7939,12.100000
7941,13.050000
7942,14.750000
7943,14.000000
7944,15.150000
7951,14.450000
7956,14.150000
7965,14.650000
7967,14.850000
7969,13.150000
7975,14.500000
7979,13.300000
7981,14.550000
7986,14.550000
8001,14.750000
8003,14.800000
8006,15.050000
8007,14.100000
8008,14.700000
8009,14.400000
8010,14.500000
8015,15.100000
8019,12.600000
8025,15.000000
8028,14.600000
8029,15.700000
8051,13.600000
8052,13.450000
8053,14.600000
8059,13.250000
8063,15.050000
8067,14.700000
8068,14.000000
8071,13.950000
8072,14.950000
8075,14.050000
8084,14.000000
8109,14.000000
8112,15.650000
8130,15.350000
8132,11.400000
8146,14.750000
8147,15.350000
8150,14.550000
8152,14.000000
8162,12.200000
8164,15.150000
8166,15.450000
8170,14.150000
8178,14.500000
8182,14.350000
8187,13.750000
8191,15.300000
8194,13.900000
8195,15.800000
8198,14.550000
8206,14.150000
8212,13.700000
8219,13.350000
8236,14.650000
8244,14.250000
8255,13.550000
8258,13.700000
8267,15.050000
8269,14.650000
8276,14.600000
8277,15.750000
8278,12.400000
8289,13.550000
8302,13.800000
8304,15.800000
8313,12.950000
8314,13.600000
8315,15.350000
8318,12.500000
8320,15.750000
8337,14.650000
8339,14.600000
8340,14.100000
8343,14.750000
8344,14.550000
8349,15.900000
8351,15.350000
8354,12.500000
8359,13.600000
8371,13.700000
8378,15.400000
8379,14.450000
8387,13.050000
8410,14.000000
8412,13.350000
8413,14.150000
8415,15.700000
8416,14.800000
8430,14.100000
8433,15.350000
8434,14.600000
8439,14.400000
8446,14.050000
8450,13.600000
8457,14.750000
8465,13.450000
8466,15.000000
8469,14.450000
8473,15.850000
8477,13.650000
8488,14.950000
8504,14.400000
8507,14.750000
8510,15.050000
8516,15.500000
8522,13.850000
8524,15.450000
8534,11.850000
8535,14.650000
8537,14.150000
8538,14.700000
8541,13.450000
8544,14.750000
8549,14.200000
8550,12.900000
8560,13.900000
8561,14.300000
8564,14.800000
8566,14.800000
8569,15.050000
8578,13.400000
8579,14.500000
8582,14.550000
8592,15.900000
8594,14.150000
8596,14.650000
8597,14.700000
8598,13.350000
8601,15.400000
8603,13.950000
8604,15.250000
8610,15.250000
8612,14.150000
8625,13.200000
8628,13.950000
8631,14.850000
8636,14.750000
8638,14.750000
8641,14.200000
8647,14.050000
8650,14.400000
8651,14.850000
8652,15.250000
8664,13.400000
8668,14.700000
