Candidato,Nota
4641,12.900000
4645,15.450000
4646,14.950000
4648,15.200000
4660,15.050000
4661,15.550000
4669,14.750000
4671,15.450000
4678,14.200000
4689,13.550000
4690,15.050000
4692,14.950000
4697,14.650000
4698,15.100000
4705,15.550000
4707,14.000000
4709,15.300000
4711,14.000000
4721,15.500000
4722,13.450000
4731,14.400000
4733,16.049999
4735,15.750000
4741,15.350000
4747,15.350000
4753,15.150000
4754,14.750000
4757,14.200000
4760,15.150000
4761,14.650000
4763,14.300000
4773,15.650000
4780,15.300000
4785,14.650000
4786,14.700000
4787,16.049999
4789,14.600000
4793,15.000000
4796,13.350000
4807,14.650000
4811,14.450000
4812,13.800000
4816,14.050000
4817,15.600000
4819,12.900000
4825,16.799999
4836,14.700000
4842,14.950000
4845,15.250000
4846,14.600000
4847,15.050000
4850,16.600000
4851,14.700000
4852,16.200001
4859,14.200000
4860,13.050000
4867,14.900000
4870,15.150000
4871,15.750000
4884,15.400000
4893,15.100000
4894,14.450000
4898,13.050000
4904,14.100000
4905,15.200000
4919,14.500000
4922,13.450000
4934,13.800000
4935,15.000000
4938,15.150000
4942,13.600000
4943,15.250000
4953,13.850000
4959,15.800000
4968,14.400000
4971,13.750000
4973,13.250000
4982,14.450000
4986,13.900000
4990,15.150000
4998,15.800000
5008,15.250000
5012,14.900000
5017,15.950000
5019,15.100000
5021,14.300000
5022,15.500000
5024,14.850000
5029,14.450000
5033,15.400000
5035,13.200000
5039,14.250000
5053,13.300000
5057,14.100000
5060,15.950000
5062,14.200000
5063,15.500000
5068,14.450000
5078,13.950000
5083,15.000000
5085,15.750000
5097,14.650000
5100,15.250000
5105,13.700000
5116,15.350000
5119,13.950000
5126,15.350000
5139,13.500000
5158,14.250000
5160,14.950000
5163,14.550000
5166,16.350000
5167,13.250000
5168,15.450000
5169,15.050000
5171,15.400000
5174,14.050000
5179,15.000000
5189,14.150000
5191,14.600000
5197,13.500000
5200,15.550000
5209,15.550000
5210,14.500000
5213,14.450000
5217,14.550000
5220,15.100000
5229,16.400000
5235,14.400000
5247,14.100000
5252,14.450000
5253,12.450000
5260,15.000000
5264,15.600000
5282,15.400000
5292,13.950000
5302,15.250000
5303,15.350000
5306,14.100000
5307,13.550000
5308,14.150000
5311,15.650000
5316,12.900000
5317,13.400000
5319,15.950000
5332,13.650000
5334,15.100000
5338,12.600000
5345,16.000000
5347,15.800000
5348,16.549999
5357,14.350000
5359,14.500000
5364,14.100000
5365,15.200000
5369,14.800000
5370,13.250000
5371,13.850000
5376,13.400000
5378,16.100000
5380,14.500000
5381,14.800000
5383,13.750000
5387,14.850000
5388,13.200000
5391,16.700001
5393,15.300000
5396,13.100000
5398,14.300000
5402,12.400000
5404,13.750000
5408,15.650000
5412,13.800000
5419,15.800000
5424,15.600000
5431,14.700000
5444,16.100000
5446,14.700000
5447,15.200000
5455,13.600000
5456,15.050000
5461,14.500000
5469,15.100000
5472,12.450000
5476,14.250000
5479,14.650000
5481,14.500000
5484,14.000000
5487,14.850000
5488,13.550000
5495,14.300000
5501,15.950000
5502,15.050000
5507,14.500000
5511,13.950000
5518,14.250000
5519,13.350000
5526,15.100000
5528,13.200000
5529,13.250000
5536,14.450000
5541,14.700000
5545,15.100000
5546,14.700000
5547,15.150000
5553,15.250000
5554,13.600000
5555,14.450000
5561,12.400000
5567,14.750000
5576,15.900000
5579,14.900000
5582,14.700000
5586,13.900000
5592,15.700000
5596,15.450000
5598,14.900000
5600,14.200000
5601,15.600000
5606,13.900000
5607,15.200000
5608,14.750000
5610,14.950000
5619,14.750000
5622,15.600000
5634,14.900000
5636,14.700000
5638,14.350000
5644,15.950000
5646,14.500000
5651,14.000000
5653,15.750000
5655,15.250000
5656,14.100000
5660,15.550000
5664,15.050000
5668,13.900000
5670,14.750000
5678,12.050000
5679,14.300000
5687,14.500000
5690,15.050000
5700,14.450000
5703,15.200000
5704,13.200000
5705,14.450000
5708,12.600000
5710,14.900000
5716,14.900000
5718,14.150000
5722,15.300000
5726,14.300000
5733,13.650000
5736,15.300000
5738,15.650000
5753,13.800000
5758,15.300000
5763,13.050000
5765,12.850000
5766,15.450000
5767,13.200000
5774,13.350000
5785,14.800000
5787,17.299999
5791,15.350000
5792,14.700000
5793,14.000000
5798,15.300000
5804,15.750000
5805,16.299999
5812,14.750000
5818,14.150000
5819,14.550000
5823,14.750000
5825,15.850000
5827,15.200000
5833,14.950000
5840,14.600000
5843,15.200000
5850,15.450000
5852,16.850000
5855,14.850000
5856,15.150000
5867,14.900000
5871,14.500000
5874,15.900000
5878,13.000000
5879,15.200000
5881,15.300000
5886,15.550000
5895,14.850000
5898,14.900000
5903,14.200000
5905,14.050000
5907,12.550000
5909,13.600000
5917,14.500000
5923,13.400000
5926,14.200000
5929,14.900000
5930,14.800000
5932,16.000000
5936,14.950000
5945,15.350000
5964,14.150000
5970,14.450000
5981,14.250000
6004,14.150000
6011,14.200000
6013,12.550000
6014,14.150000
6018,16.150000
6021,15.250000
6030,14.600000
6031,14.500000
6049,16.100000
6051,14.700000
6052,15.550000
6055,13.450000
6058,13.650000
6062,12.800000
6063,14.750000
6066,15.000000
6068,14.700000
6078,13.900000
6083,14.800000
6093,14.500000
6094,15.150000
6098,14.250000
6103,14.500000
6108,14.700000
6112,15.750000
6125,15.700000
6126,14.600000
6131,13.200000
6132,15.350000
6133,15.150000
6138,15.100000
6141,14.300000
6144,13.900000
6150,15.450000
6151,15.450000
6154,15.150000
6160,13.100000
6163,14.550000
6164,14.700000
6165,14.600000
6168,12.350000
6172,13.450000
6176,13.750000
6180,14.150000
6182,16.799999
6184,14.150000
6186,13.800000
6189,15.400000
6192,15.750000
6193,14.850000
6212,15.700000
6213,14.450000
6215,13.750000
6223,14.900000
6224,13.400000
6237,15.650000
6240,15.750000
6250,14.600000
6254,14.550000
6260,15.150000
6261,15.850000
6269,13.150000
6273,14.750000
6282,14.600000
6290,13.700000
6302,14.450000
6303,14.850000
6307,12.850000
6329,13.050000
6330,13.600000
6334,14.000000
6338,14.050000
6342,15.300000
6344,15.350000
6348,14.550000
6349,14.550000
6351,13.600000
6352,13.500000
6354,16.150000
6356,15.300000
6359,14.350000
6367,15.400000
6368,14.200000
6371,13.500000
6373,15.350000
6377,15.450000
6379,15.300000
6382,16.000000
6386,13.850000
6392,13.500000
6397,14.500000
6401,13.750000
6404,16.000000
6405,12.450000
6417,16.500000
6425,14.350000
6428,12.850000
6435,13.600000
6440,13.450000
6459,14.750000
6465,13.400000
6467,13.950000
6468,14.250000
6471,14.800000
6477,14.350000
6478,14.950000
6483,14.500000
6485,14.400000
6494,14.200000
6496,15.400000
6497,14.100000
6508,14.200000
6509,15.500000
6512,15.500000
6517,14.200000
6519,14.150000
6520,14.350000
6521,15.650000
6530,15.300000
6534,15.150000
6537,14.650000
6543,14.800000
6546,14.350000
6548,14.500000
6550,15.750000
6554,13.050000
6555,15.850000
6556,14.450000
6557,15.200000
6560,13.650000
6561,15.100000
6566,13.700000
6581,15.550000
6583,14.500000
6587,14.750000
6590,14.150000
6603,15.050000
6606,14.900000
6611,14.250000
6613,15.500000
6620,15.300000
6624,12.300000
6628,15.100000
6635,15.900000
6637,15.050000
6639,15.750000
6648,15.000000
6650,16.299999
6652,14.650000
6654,15.000000
6662,15.700000
6667,14.350000
6668,15.050000
6669,14.900000
6675,13.000000
6686,14.350000
6698,14.750000
6699,14.500000
6700,14.750000
6708,14.200000
6710,15.600000
6711,13.400000
6714,15.200000
6716,15.200000
6723,14.250000
6726,15.200000
6734,14.600000
6738,14.400000
6739,14.950000
6743,16.049999
6746,14.100000
6756,13.650000
6758,15.500000
6771,15.100000
6774,17.100000
6775,14.550000
6793,13.800000
6800,14.850000
6801,11.600000
6814,14.400000
6815,15.800000
6816,14.400000
6817,15.150000
6823,12.600000
6829,15.500000
6840,13.900000
6842,16.049999
6845,13.250000
6852,14.550000
6856,15.550000
6858,15.000000
6864,14.300000
6869,12.800000
6871,16.250000
6874,14.250000
6880,16.600000
6888,15.700000
6890,14.400000
6891,16.100000
6895,14.200000
6897,14.500000
6908,14.700000
6909,13.550000
6918,15.300000
6921,12.200000
6939,13.650000
6944,15.200000
6945,16.500000
6948,12.850000
6953,11.250000
6957,15.800000
6975,15.850000
6976,14.550000
6979,15.750000
6983,12.850000
6994,16.250000
6995,13.900000
6996,14.900000
6998,15.550000
7007,14.950000
7022,14.100000
7027,14.600000
7029,13.500000
7034,15.450000
7036,14.950000
7040,15.300000
7041,15.050000
7052,13.800000
7058,13.850000
7064,13.350000
7069,15.400000
7077,14.750000
7085,14.250000
7087,13.650000
7090,13.450000
7093,14.050000
7095,15.200000
7096,12.700000
7098,15.550000
7099,15.500000
7101,13.500000
7108,16.350000
7116,15.750000
7128,13.100000
7131,14.800000
7133,15.100000
7138,14.650000
7143,14.800000
7148,14.600000
7149,14.850000
7150,15.650000
7154,15.100000
7156,13.400000
7158,14.250000
7159,14.300000
7160,13.900000
7161,14.650000
7162,13.650000
7172,15.400000
7181,15.750000
7192,14.700000
7203,14.500000
7204,15.550000
7206,14.700000
7209,14.600000
7211,13.400000
7213,15.450000
7218,14.100000
7220,15.150000
7224,13.450000
7230,14.350000
7232,15.050000
7235,15.050000
7241,13.800000
7252,14.450000
7255,14.350000
7257,15.000000
7261,15.650000
7271,15.750000
7273,15.500000
7274,15.350000
7276,14.950000
7284,15.150000
7285,14.500000
7286,14.350000
7287,13.950000
7290,14.450000
7294,16.100000
7300,14.550000
7302,14.150000
7307,15.450000
7308,14.700000
7313,14.000000
7314,13.900000
7316,14.800000
7318,14.650000
7322,15.100000
7325,15.400000
7329,14.500000
7332,15.350000
7333,13.150000
7342,13.250000
7348,13.500000
7350,14.600000
7351,13.550000
7358,13.700000
7366,14.200000
7372,13.050000
7373,15.200000
7377,14.050000
7380,15.900000
7382,15.100000
7383,14.800000
7387,14.950000
7390,15.150000
7394,14.950000
7399,14.000000
7400,16.350000
7406,11.700000
7409,13.100000
7410,14.000000
7411,15.350000
7415,15.150000
7418,14.300000
7423,15.400000
7428,14.600000
7450,13.600000
7451,15.050000
7457,13.150000
7460,14.950000
7464,16.100000
7465,13.450000
7468,15.400000
7473,14.600000
7475,15.250000
7476,15.100000
7479,15.050000
7482,14.150000
7487,14.350000
7493,14.850000
7500,15.450000
7503,14.650000
7513,13.400000
7523,15.850000
7525,15.100000
7527,14.950000
7532,15.950000
7536,13.350000
7537,16.000000
7541,15.200000
7544,15.850000
7550,16.150000
7551,14.900000
7555,15.250000
7558,13.900000
7562,14.600000
7564,15.400000
7566,15.200000
7572,14.800000
7576,14.150000
7580,15.000000
7584,15.100000
7586,16.350000
7589,14.800000
7608,13.250000
7611,14.500000
7619,14.500000
7626,13.850000
7630,13.850000
7632,14.750000
7642,12.700000
7645,15.350000
7646,14.850000
7668,16.049999
7669,13.750000
7670,13.900000
7679,14.750000
7695,14.450000
7697,15.450000
7699,15.000000
7700,15.400000
7701,14.850000
7702,14.050000
7704,14.200000
7710,17.200001
7712,15.350000
7717,14.100000
7722,15.250000
7724,15.200000
7725,15.050000
7729,14.550000
7735,13.900000
7736,14.150000
7743,14.200000
7748,15.850000
7755,15.900000
7764,14.650000
7766,14.950000
7768,14.100000
7776,13.050000
7778,13.600000
7786,12.600000
7791,15.400000
7793,14.350000
7794,13.750000
7796,16.350000
7799,13.850000
7800,14.600000
7801,15.900000
7802,15.000000
7805,14.500000
7811,16.000000
7813,15.050000
7815,14.200000
7820,16.049999
7823,15.550000
7824,14.200000
7835,14.050000
7838,16.000000
7842,14.100000
7844,14.650000
7856,14.550000
7864,15.250000
7866,14.800000
